77,Ir,Iridium,192.217,6,9,TRANSITION_METAL,SOLID
109,Mt,Meitnerium,268.0,7,9,TRANSACTINIDE,UNKNOWN
28,Ni,Nickel,58.693,4,10,TRANSITION_METAL,SOLID
46,Pd,Palladium,106.42,5,10,TRANSITION_METAL,SOLID
78,Pt,Platinum,195.084,6,10,TRANSITION_METAL,SOLID
110,Ds,Darmstadtium,271.0,7,10,TRANSACTINIDE,UNKNOWN
29,Cu,Copper,63.546,4,11,TRANSITION_METAL,SOLID
47,Ag,Silver,107.868,5,11,TRANSITION_METAL,SOLID
79,Au,Gold,196.967,6,11,TRANSITION_METAL,SOLID
111,Rg,Roentgenium,272.0,7,11,TRANSACTINIDE,UNKNOWN
30,Zn,Zinc,65.38,4,12,TRANSITION_METAL,SOLID
48,Cd,Cadmium,112.411,5,12,TRANSITION_METAL,SOLID
80,Hg,Mercury,200.59,6,12,TRANSITION_METAL,LIQUID
112,Cn,Copernicium,285.0,7,12,TRANSACTINIDE,UNKNOWN
5,B,Boron,10.811,2,13,METALLOID,SOLID
13,Al,Aluminum,26.982,3,13,METAL,SOLID
31,Ga,Gallium,69.723,4,13,METAL,SOLID
49,In,Indium,114.818,5,13,METAL,SOLID
81,Tl,Thallium,204.383,6,13,METAL,SOLID
113,Nh,Nihonium,284.0,7,13, ,UNKNOWN
6,C,Carbon,12.011,2,14,NONMETAL,SOLID
14,Si,Silicon,28.086,3,14,METALLOID,SOLID
32,Ge,Germanium,72.64,4,14,METALLOID,SOLID
50,Sn,Tin,118.71,5,14,METAL,SOLID
82,Pb,Lead,207.2,6,14,METAL,SOLID
114,Fl,Flerovium,289.0,7,14,TRANSACTINIDE,UNKNOWN
7,N,Nitrogen,14.007,2,15,NONMETAL,GAS
15,P,Phosphorus,30.974,3,15,NONMETAL,SOLID
33,As,Arsenic,74.922,4,15,METALLOID,SOLID
51,Sb,Antimony,121.76,5,15,METALLOID,SOLID
83,Bi,Bismuth,208.98,6,15,METAL,SOLID
115,Mc,Moscovium,288.0,7,15, ,UNKNOWN
8,O,Oxygen,15.999,2,16,NONMETAL,GAS
16,S,Sulfur,32.065,3,16,NONMETAL,SOLID
34,Se,Selenium,78.96,4,16,NONMETAL,SOLID
52,Te,Tellurium,127.6,5,16,METALLOID,SOLID
84,Po,Polonium,210.0,6,16,METALLOID,SOLID
116,Lv,Livermorium,292.0,7,16,TRANSACTINIDE,UNKNOWN
9,F,Fluorine,18.998,2,17,HOLOGEN,GAS
17,Cl,Chlorine,35.453,3,17,HOLOGEN,GAS
35,Br,Bromine,79.904,4,17,HOLOGEN,LIQUID
53,I,Iodine,126.904,5,17,HOLOGEN,SOLID
85,At,Astatine,210.0,6,17,NOBLE_GAS,SOLID
117,Ts,Tennessine,295.0,7,17, ,UNKNOWN
2,He,Helium,4.002,1,18,NOBLE_GAS,GAS
10,Ne,Neon,20.18,2,18,NOBLE_GAS,GAS
18,Ar,Argon,39.948,3,18,NOBLE_GAS,GAS
36,Kr,Krypton,83.798,4,18,NOBLE_GAS,GAS
54,Xe,Xenon,131.293,5,18,NOBLE_GAS,GAS
86,Rn,Radon,222.0,6,18,ALKALI_METAL,GAS
118,Og,Oganesson,294.0,7,18,NOBLE_GAS,UNKNOWN
68,Er,Erbium,167.259,6, ,LANTHANIDE,SOLID
67,Ho,Holmium,164.93,6, ,LANTHANIDE,SOLID
58,Ce,Cerium,140.116,6, ,LANTHANIDE,SOLID
64,Gd,Gadolinium,157.25,6, ,LANTHANIDE,SOLID
63,Eu,Europium,151.964,6, ,LANTHANIDE,SOLID
69,Tm,Thulium,168.934,6, ,LANTHANIDE,SOLID
61,Pm,Promethium,145.0,6, ,LANTHANIDE,UNKNOWN
66,Dy,Dysprosium,162.5,6, ,LANTHANIDE,SOLID
65,Tb,Terbium,158.925,6, ,LANTHANIDE,SOLID
59,Pr,Praseodymium,140.908,6, ,LANTHANIDE,SOLID
70,Yb,Ytterbium,173.054,6, ,LANTHANIDE,SOLID
60,Nd,Neodymium,144.242,6, ,LANTHANIDE,SOLID
71,Lu,Lutetium,174.967,6, ,LANTHANIDE,SOLID
62,Sm,Samarium,150.36,6, ,LANTHANIDE,SOLID
91,Pa,Protactinium,231.036,7, ,ACTINIDE,SOLID
103,Lr,Lawrencium,262.0,7, ,ACTINIDE,UNKNOWN
97,Bk,Berkelium,247.0,7, ,ACTINIDE,UNKNOWN
94,Pu,Plutonium,244.0,7, ,ACTINIDE,UNKNOWN
99,Es,Einsteinium,252.0,7, ,ACTINIDE,UNKNOWN
102,No,Nobelium,259.0,7, ,ACTINIDE,UNKNOWN
98,Cf,Californium,251.0,7, ,ACTINIDE,UNKNOWN
96,Cm,Curium,247.0,7, ,ACTINIDE,UNKNOWN
93,Np,Neptunium,237.0,7, ,ACTINIDE,UNKNOWN
92,U,Uranium,238.029,7, ,ACTINIDE,SOLID
100,Fm,Fermium,257.0,7, ,ACTINIDE,UNKNOWN
101,Md,Mendelevium,258.0,7, ,ACTINIDE,UNKNOWN
90,Th,Thorium,232.038,7, ,ACTINIDE,SOLID
95,Am,Americium,243.0,7, ,ACTINIDE,UNKNOWN
